250207124627,-0.055,-2.157,9.597,14
250207124628,-5.908,-5.651,0.012,11
250207124629,-10.400,0.165,0.386,13
250207124630,-9.928,0.257,4.106,10
250207124631,-2.911,4.290,-1.226
250207124631,-3.218,1.685,-5.209
250207124631,-2.145,0.766,0.919
250207124631,-2.758,4.903,-0.766
250207124631,-16.394,-9.806,3.677
250207124631,-19.612,-19.612,-1.379
250207124631,-8.733,-15.475,11.338
250207124631,2.145,19.458,-9.346
250207124631,-5.669,3.830,4.596
250207124631,-8.580,2.758,-0.766
250207124631,-15.168,-3.677,1.226
250207124631,-19.612,-15.781,0.919
250207124631,-10.572,5.056,8.427
250207124631,-9.653,8.427,-0.306
250207124631,-7.354,-7.967,4.903
250207124631,-0.153,-1.839,2.605
250207124631,-1.532,7.354,3.984
250207124631,-3.677,3.218,5.669
250207124631,-5.516,-0.766,4.596
250207124631,-7.201,-3.371,2.298
250207124631,-12.870,-2.451,3.371
250207124631,-19.612,-1.532,5.056
250207124631,-17.313,-1.379,4.443
250207124632,-10.265,-1.685,-1.379
250207124632,-7.508,-2.605,-2.145
250207124632,-9.653,-3.064,-2.298
250207124632,-11.185,-3.064,-1.839
250207124632,-12.257,-3.064,0.000
250207124632,-15.322,-4.903,0.306
250207124632,-16.701,-3.218,5.669
250207124632,-7.967,-0.766,-0.919
250207124632,-4.137,-2.145,-0.766
250207124632,-1.379,0.153,0.000
250207124632,-2.758,3.830,1.992
250207124632,-6.588,6.435,2.911
250207124632,-9.806,1.226,5.975
250207124632,-8.274,-2.758,3.677
250207124632,-11.951,0.460,0.919
250207124632,-14.709,-1.226,1.685
250207124632,-10.725,-4.290,1.532
250207124632,-11.644,-1.992,-1.379
250207124632,-12.410,-2.605,-1.532
250207124632,-10.878,-2.451,-0.613
250207124632,-11.185,-1.379,-0.153
250207124632,-17.926,-3.677,2.758
250207124632,-10.419,-1.839,2.298
250207124632,-9.499,3.677,0.766
250207124633,-5.363,3.677,1.992
250207124633,-3.677,0.766,1.685
250207124633,-0.306,0.306,-3.064
250207124633,-8.887,-0.306,-2.145
250207124633,-6.588,-2.145,0.919
250207124633,-19.612,-4.903,4.290
250207124633,-19.612,-11.644,1.379
250207124633,-19.305,-9.653,3.371
250207124633,-17.467,1.992,-8.274
250207124633,-7.814,1.839,-2.911
250207124633,-1.226,1.839,-9.959
250207124633,0.766,1.073,0.306
250207124633,4.750,1.379,-2.605
250207124633,-15.475,-0.306,0.000
250207124633,-9.346,-1.532,-6.435
250207124633,-19.612,-11.644,4.903
250207124633,-19.612,-10.878,9.806
250207124633,-17.160,-6.129,0.306
250207124633,0.613,-3.218,-8.580
250207124633,-11.951,0.306,-5.056
250207124633,-3.524,1.532,2.605
250207124633,-0.766,4.596,-1.839
250207124633,-8.887,2.298,-1.992
250207124633,-6.588,1.532,-3.677
250207124633,-19.612,-8.733,-8.887
250207124634,-19.612,-19.612,-13.483
250207124634,-17.313,-16.241,-1.685
250207124634,-19.612,-13.330,-14.249
250207124634,-7.814,-0.919,-8.120
250207124634,-2.451,11.951,-6.895
