200312000000,8.274,0.331,4.903,6
200312000001,7.477,2.844,4.713,4
200312000002,7.851,1.998,4.247,0
200312000003,8.421,2.684,3.653,6
200312000004,6.441,5.522,3.800,2
200312000005,7.299,5.528,-0.362,3
200312000006,6.098,5.025,4.731,5
200312000007,5.951,1.765,6.950,3
200312000008,3.003,1.471,9.150,2
200312000009,2.923,1.391,9.358,0
200312000010,3.598,-1.189,8.868,1
200312000011,3.107,1.385,8.433,0
200312000012,1.520,1.986,8.090,3
200312000014,1.446,1.679,8.617,2
200312000015,-0.637,1.606,10.186,3
200312000016,-0.956,0.625,9.849,4
200312000017,-0.466,1.465,9.040,1
200312000018,0.601,0.564,9.910,3
200312000019,1.514,0.552,9.610,0
200312000020,1.422,0.031,9.781,0
200312000021,1.471,0.055,9.867,0
200312000022,3.910,3.512,6.558,4
200312000023,5.681,6.466,-2.911,4
200312000024,5.191,6.325,4.082,5
200312000025,0.680,5.822,7.305,5
200312000026,1.079,5.497,6.778,1
200312000027,7.465,4.627,3.230,0
200312000028,7.581,4.652,3.346,0
200312000029,7.354,5.197,1.955,0
200312000057,2.243,0.355,8.268,6
200312000058,-6.300,6.123,4.094,3
200312000059,-7.036,5.485,4.020,0
200312000100,-7.042,5.467,4.057,0
200312000101,-7.023,5.485,4.020,0
200312000102,-7.054,5.473,4.039,0
200312000215,7.575,-1.250,5.957,3
200312000216,6.429,2.605,4.713,8
200312000217,3.867,7.649,-3.640,13
200312000218,4.266,7.305,-3.046,4
200312000219,4.210,7.992,-1.097,1
200312000220,2.948,9.095,0.460,0
200312000221,4.425,4.921,4.707,3
200312000222,6.619,4.842,2.917,5
200312000223,6.239,6.104,2.145,3
200312000224,5.951,6.024,2.703,7
200312000225,7.066,4.486,-4.860,2
200312000255,0.006,-2.237,9.763,11
200312000256,1.134,-3.426,8.923,4
200312000257,1.857,-3.922,7.857,11
200312000258,-5.025,-6.607,2.617,9
200312000259,-6.968,-1.410,6.539,7
200312000300,-7.146,5.785,1.195,4
200312000301,-4.823,1.747,8.102,8
200312000302,-0.631,-2.286,9.346,4
