250130012144,0.000,0.153,9.499
250130012144,0.153,0.153,9.499
250130012144,0.000,0.000,9.499
250130012144,0.000,0.153,9.346
250130012144,0.000,0.000,9.346
250130012144,0.000,0.153,9.499
250130012144,0.000,0.000,9.499
250130012144,0.000,0.153,9.499
250130012144,0.000,0.000,9.499
250130012144,0.153,0.153,9.499
250130012144,0.000,0.000,9.499
250130012144,0.000,0.153,9.499
250130012144,0.000,0.153,9.653
250130012144,0.153,0.153,9.499
250130012144,0.000,0.153,9.653
250130012145,0.000,0.153,9.653
250130012145,0.000,0.153,9.499
250130012145,0.000,0.000,9.499
250130012145,0.000,0.153,9.499
250130012145,-0.153,0.000,9.653
250130012145,0.000,0.153,9.653
250130012145,0.000,0.153,9.653
250130012145,0.000,0.000,9.499
250130012145,0.000,0.153,9.499
250130012145,0.000,0.153,9.653
250130012145,0.000,0.000,9.499
250130012145,0.000,0.153,9.499
250130012145,0.000,0.153,9.499
250130012145,-0.153,0.306,9.499
250130012145,0.000,0.153,9.499
250130012145,0.000,0.000,9.499
250130012145,0.000,0.000,9.499
250130012145,0.000,0.000,9.653
250130012145,0.000,0.153,9.499
250130012145,0.000,0.000,9.499
250130012145,0.000,0.153,9.499
250130012145,0.000,0.153,9.653
250130012145,0.000,0.153,9.499
250130012146,0.000,0.000,9.653
250130012146,0.153,0.153,9.499
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.346
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.653
250130012146,0.000,-0.153,9.653
250130012146,0.000,0.000,9.499
250130012146,0.153,0.153,9.499
250130012146,0.000,0.000,9.499
250130012146,0.153,0.153,9.499
250130012146,0.000,0.153,9.346
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.499
250130012146,-0.153,0.000,9.499
250130012146,0.000,0.153,9.346
250130012146,0.000,0.153,9.653
250130012146,0.000,0.153,9.499
250130012146,0.000,0.000,9.499
250130012146,0.000,0.153,9.499
250130012146,0.000,0.153,9.499
250130012147,0.000,0.153,9.499
250130012147,0.000,0.153,9.346
250130012147,0.000,0.153,9.499
250130012147,0.153,0.153,9.653
250130012147,-0.153,0.153,9.499
250130012147,0.000,0.000,9.653
250130012147,0.000,0.153,9.346
250130012147,0.000,0.306,9.499
250130012147,0.000,0.153,9.499
250130012147,0.000,0.153,9.499
250130012147,0.000,0.153,9.499
250130012147,0.000,0.000,9.499
250130012147,0.000,0.000,9.499
250130012147,0.000,0.000,9.653
250130012147,0.000,0.153,9.499
250130012147,-0.153,0.153,9.346
250130012147,0.000,0.153,9.653
250130012147,0.153,0.153,9.499
250130012147,0.000,0.000,9.653
250130012147,0.153,0.000,9.499
250130012147,0.000,0.000,9.499
250130012147,0.000,0.153,9.499
250130012147,0.000,0.153,9.653
250130012147,0.000,0.153,9.499
250130012148,0.000,0.000,9.653
250130012148,0.153,0.000,9.499
250130012148,0.000,0.153,9.499
250130012148,0.000,0.000,9.653
250130012148,0.000,0.153,9.346
250130012148,0.153,0.153,9.499
250130012148,0.000,0.153,9.346
250130012148,0.000,0.153,9.499
250130012148,0.000,0.153,9.499
250130012148,0.000,0.000,9.653
250130012148,0.000,0.306,9.499
250130012148,0.000,0.000,9.499
250130012148,0.000,0.000,9.499
250130012148,-0.153,0.153,9.499
250130012148,0.000,0.000,9.499
250130012148,0.000,0.306,9.499
250130012148,0.000,0.000,9.653
250130012148,0.000,0.153,9.499
250130012148,0.000,0.153,9.499
250130012148,0.000,0.000,9.499
250130012148,0.000,0.153,9.346
250130012148,0.000,0.153,9.499
250130012148,0.000,0.000,9.499
250130012149,0.000,0.153,9.499
250130012149,0.000,0.153,9.653
250130012149,0.000,0.153,9.499
250130012149,-0.153,0.153,9.499
250130012149,0.000,0.153,9.346
250130012149,0.000,0.306,9.346
250130012149,0.000,0.306,9.499
250130012149,-0.153,0.153,9.499
250130012149,-0.153,0.000,9.499
250130012149,-0.153,0.153,9.346
250130012345,0.006,0.141,9.597,1
250130012343,-0.925,0.123,8.041,8
250130012344,0.656,-0.349,8.825,6
250130012345,1.152,-2.660,9.781,18
250130012346,1.312,1.097,9.156,7
250130012347,0.778,0.172,9.242,7
250130012348,0.460,-0.717,9.555,0
250130012349,0.129,-0.049,9.702,1
250130012350,-0.012,0.141,9.555,0
250130012351,-0.006,0.165,9.512,0
250130012352,0.000,0.165,9.512,0
250130012353,-0.018,0.135,9.524,0
