2.50207E+11,-0.613,4.596,16.394,
2.50207E+11,-1.073,7.814,17.313,
2.50207E+11,-1.992,-1.379,9.04,
2.50207E+11,0.919,-3.524,-5.363,
2.50207E+11,3.064,-4.596,-11.644,
2.50207E+11,1.685,-8.58,-11.491,
2.50207E+11,1.992,-8.887,7.967,
2.50207E+11,7.661,14.249,19.458,
2.50207E+11,4.596,16.854,12.717,
2.50207E+11,2.911,-1.532,5.056,
2.50207E+11,6.742,-18.539,0.613,
2.50207E+11,1.839,-8.12,11.338,
2.50207E+11,2.145,19.458,13.023,
2.50207E+11,3.83,-0.613,4.75,
2.50207E+11,2.298,-11.644,-11.951,
2.50207E+11,-2.758,-15.934,-9.959,
2.50207E+11,-3.218,-0.613,18.079,
2.50207E+11,6.282,19.458,10.725,
2.50207E+11,1.379,-0.766,11.951,
2.50207E+11,7.354,-13.023,4.75,
2.50207E+11,0.919,-12.104,7.048,
2.50207E+11,2.911,19.458,7.048,
2.50207E+11,-0.919,8.12,6.282,
2.50207E+11,3.064,-6.588,0.153,
2.50207E+11,3.218,-17.16,-1.992,
2.50207E+11,3.677,-9.806,5.822,
2.50207E+11,3.677,-3.524,9.04,
2.50207E+11,4.903,18.539,18.999,
2.50207E+11,0.613,17.62,3.83,
2.50207E+11,0,4.903,-0.46,
2.50207E+11,2.451,0.613,5.516,
2.50207E+11,1.073,4.29,9.346,
2.50207E+11,3.524,-4.75,13.789,
2.50207E+11,4.903,-7.967,17.467,
2.50207E+11,0.613,4.137,8.427,
2.50207E+11,8.427,19.458,1.992,
2.50207E+11,2.911,7.814,7.814,
2.50207E+11,2.911,-3.83,7.201,
2.50207E+11,1.532,-11.798,7.508,
2.50207E+11,7.508,-8.274,9.346,
2.50207E+11,12.104,-7.048,15.475,
2.50207E+11,5.516,-0.306,13.023,
2.50207E+11,4.29,-3.371,5.822,
2.50207E+11,1.379,-9.806,-4.75,
2.50207E+11,2.298,-3.524,-8.733,
2.50207E+11,2.451,-0.766,-6.742,
2.50207E+11,-0.153,-4.443,-10.419,
2.50207E+11,-3.677,-6.129,-4.29,
2.50207E+11,-4.75,-6.282,2.298,
2.50207E+11,-3.83,-2.145,19.458,
2.50207E+11,1.532,5.363,19.458,
2.50207E+11,1.379,0.306,15.475,
2.50207E+11,3.524,13.943,5.209,
2.50207E+11,1.073,6.129,9.193,
2.50207E+11,-1.532,4.443,9.193,
2.50207E+11,-2.605,4.443,11.185,
2.50207E+11,-2.758,1.839,7.354,
2.50207E+11,-4.443,7.967,14.096,
2.50207E+11,-4.596,6.435,6.895,
2.50207E+11,-3.064,4.29,5.363,
2.50207E+11,-2.451,5.822,13.33,
2.50207E+11,-3.677,0.613,2.758,
2.50207E+11,3.218,2.145,10.725,
2.50207E+11,-4.75,0.766,8.887,
2.50207E+11,-3.984,-0.919,10.265,
2.50207E+11,-3.524,-1.839,10.572,
2.50207E+11,-3.371,0.153,9.959,
2.50207E+11,-4.443,-1.073,10.112,
2.50207E+11,-4.75,0.613,10.572,
2.50207E+11,-4.443,4.29,7.661,
2.50207E+11,-3.83,4.137,7.048,
2.50207E+11,-3.677,2.911,7.354,
2.50207E+11,-3.371,5.516,7.201,
2.50207E+11,-3.371,2.605,8.274,
2.50207E+11,-2.145,4.137,8.427,
2.50207E+11,-1.226,4.903,7.661,
2.50207E+11,-0.919,2.911,7.661,
2.50207E+11,0.306,3.83,8.427,
2.50207E+11,0.766,2.145,8.427,
2.50207E+11,1.073,1.992,9.653,
2.50207E+11,0.919,5.056,8.887,
2.50207E+11,0.919,4.596,8.58,
2.50207E+11,0.919,3.83,8.12,
2.50207E+11,1.226,4.443,7.201,
2.50207E+11,0.613,3.984,8.427,
2.50207E+11,0.919,4.596,8.427,
2.50207E+11,0.766,4.29,8.12,
2.50207E+11,0.919,4.75,8.58,
2.50207E+11,0.46,4.137,9.346,
2.50207E+11,0,3.064,9.193,
2.50207E+11,-0.153,5.516,8.58,
2.50207E+11,0,4.75,7.814,
2.50207E+11,0.153,3.524,7.814,
2.50207E+11,0.153,5.056,8.427,
2.50207E+11,0.306,4.29,8.733,
2.50207E+11,0.153,5.363,7.814,
2.50207E+11,0,3.984,8.427,
2.50207E+11,0,3.524,8.887,
2.50207E+11,-0.153,5.056,9.04,
2.50207E+11,-0.613,4.903,9.04,
2.50207E+11,-0.613,4.596,7.967,
2.50207E+11,-0.306,5.209,7.814,
2.50207E+11,-0.306,4.443,7.967,
2.50207E+11,0,4.29,8.887,
2.50207E+11,0,4.443,8.733,
2.50207E+11,0.46,3.984,7.814,
2.50207E+11,0.153,3.984,8.887,
2.50207E+11,0.153,4.137,8.274,
2.50207E+11,0.306,4.596,7.967,
2.50207E+11,0.153,4.903,9.04,
2.50207E+11,-0.306,4.137,9.346,
2.50207E+11,-0.153,4.596,8.427,
2.50207E+11,-1.073,5.363,8.58,
2.50207E+11,-0.613,5.669,7.508,
2.50207E+11,-0.306,5.056,7.814,
2.50207E+11,0,4.443,7.661,
2.50207E+11,0.306,4.137,8.12,
2.50207E+11,0.306,3.371,8.274,
2.50207E+11,0.613,4.75,8.733,
2.50207E+11,0.613,4.596,8.427,
2.50207E+11,0.306,4.596,9.04,
2.50207E+11,0.46,5.975,8.12,
2.50207E+11,0.153,3.984,8.12,
2.50207E+11,0.153,3.524,8.427,
2.50207E+11,0.613,4.75,8.274,
2.50207E+11,0.46,4.596,8.427,
2.50207E+11,0.306,4.75,8.733,
2.50207E+11,0.46,4.443,8.274,
2.50207E+11,0.613,4.29,8.733,
2.50207E+11,0.613,4.443,8.274,
2.50207E+11,0.46,4.29,8.427,
2.50207E+11,0.46,5.516,8.12,
2.50207E+11,0.153,4.903,8.58,
2.50207E+11,0.153,4.75,8.733,
2.50207E+11,0.613,3.984,7.508,
2.50207E+11,1.379,4.443,7.354,
2.50207E+11,1.379,3.677,8.274,
2.50207E+11,1.379,3.83,8.427,
2.50207E+11,0.766,4.29,9.193,
2.50207E+11,0.766,3.984,8.274,
2.50207E+11,0.613,4.596,8.427,
2.50207E+11,0.153,4.903,8.58,
2.50207E+11,0,4.29,8.12,
2.50207E+11,0,5.363,7.661,
2.50207E+11,0,5.056,7.814,
2.50207E+11,0,4.75,8.274,
2.50207E+11,0.153,5.209,8.12,
2.50207E+11,0.306,4.75,8.12,
2.50207E+11,0.306,4.596,8.274,
2.50207E+11,0.153,4.596,8.427,
2.50207E+11,0,4.75,8.58,
2.50207E+11,0.153,4.903,7.967,
2.50207E+11,0.306,4.903,7.814,
2.50207E+11,0.306,4.75,8.274,
2.50207E+11,0,4.137,8.427,
2.50207E+11,0,4.443,8.427,
2.50207E+11,0.153,4.903,8.274,
2.50207E+11,0.153,5.056,7.814,
2.50207E+11,0,5.056,8.274,
2.50207E+11,0.153,4.596,8.274,
2.50207E+11,0.306,3.984,8.274,
2.50207E+11,0.153,4.29,8.58,
2.50207E+11,0.306,4.903,8.274,
2.50207E+11,0,4.443,8.274,
2.50207E+11,0,4.596,8.427,
2.50207E+11,0.153,5.363,8.427,
2.50207E+11,0,7.201,8.58,
2.50207E+11,-0.613,12.104,7.967,
2.50207E+11,-3.83,1.226,8.733,
2.50207E+11,-1.685,0.919,9.499,
2.50207E+11,0.153,-1.685,9.806,
2.50207E+11,0.766,-2.451,8.58,
2.50207E+11,1.073,0,8.274,
2.50207E+11,1.992,-0.613,8.887,
2.50207E+11,1.379,4.137,9.499,
